,title,rating,cook_time,calories,sodium,fat,protein,carbs,fiber,personal_rating,ingredients,links
202,Thai Chicken Coconut Curry,4.5,30,340.0,530.0,24.0,18.0,16.0,3.0,"[['Charlie', 5], ['Peg G.', 5], ['Matt G', 5], ['Mel M', 4], ['Lilly Webb', 5], ['Harald Hanssen', 5], ['Betsy', 4], ['Sheree Foley', 5], ['Kesi Pilgrim', 5], ['Taylor', 4], ['R', 5], ['Craig’s Kitchen', 4], ['Gal Cohen', 5], ['alex murray', 5], ['Vince', 5], ['mMallon', 5], ['Rukeya', 5], ['Anita', 5], ['Tori', 5], ['Andreea Cristina', 4], ['Megan F.', 5], ['Tom B.', 5], ['Michelle', 5], ['Caitlin McCluskey-Fitch', 5], ['Carrie Farris', 5], ['Sherman', 5], ['Dan Druffel', 4], ['laronda j.', 5], ['matt miller', 5], ['Dave', 5]]","[['3', 'tablespoons', 'coconut oil'], ['1', None, 'vidalia onion'], ['1', 'pound', 'boneless skinless chicken breast'], ['3', 'cloves', 'garlic'], ['3', 'teaspoons', 'ground ginger'], ['2', 'teaspoons', 'ground coriander'], ['13', 'ounces', 'coconut milk'], ['1 1/2', 'cups', 'shredded carrots'], ['3', 'tablespoons', 'Thai red curry paste'], ['1', 'teaspoon', 'kosher salt'], ['1/2', 'teaspoon', 'freshly ground black pepper'], ['3', 'cups', 'fresh spinach leaves'], ['1', 'tablespoon', 'lime juice'], ['2', 'tablespoons', 'brown sugar'], ['1/4', 'cup', 'fresh cilantro'], [None, None, 'rice']]",https://www.yummly.com/recipe/Thai-Chicken-Coconut-Curry-2556801
203,Classic Chicken Salad,4.5,15,180.0,390.0,15.0,1.0,11.0,1.0,"[['Jaydyn Alexander', 4], ['Beck Lazansky', 4], ['Sandy J.', 5], ['Lyndon Baxter', 4], ['Kade Krasowski', 4], ['Becky C.', 5], ['Rachael', 3], ['Risdon', 5], ['Teresa Redden', 4]]","[['4', 'cups', 'cooked chicken breast'], ['1/4', 'teaspoon', 'kosher salt'], ['1/4', 'teaspoon', 'ground black pepper'], ['1', 'cup', 'mayonnaise'], ['2', 'tablespoons', 'lemon juice'], ['1/2', 'cup', 'celery'], ['1/4', 'cup', 'sliced almonds']]",https://www.yummly.com/recipe/Classic-Chicken-Salad-2634470
204,Garlic Butter Fish,4.5,20,300.0,320.0,23.0,17.0,7.0,1.0,"[['Stephanie Arnold', 4], ['Eddie Lahee', 5], ['Peduto', 5], ['April Clement', 5], ['yousef almesbahi', 5], ['DMarie', 4], ['Matt', 5], ['Jenny Huang', 5], ['Leo R.', 5], ['Nex', 4], ['Danica Louise Duero-Fabre', 5]]","[['12', 'ounces', 'white fish fillet'], [None, None, 'salt'], [None, None, 'ground black pepper'], ['3', 'dashes', 'cayenne pepper'], ['2', 'tablespoons', 'corn starch'], ['2', 'tablespoons', 'cooking oil'], [None, None, 'lemon wedges'], ['1/2', 'stick', 'salted butter'], ['3', 'cloves', 'garlic'], ['1/2', 'tablespoon', 'lemon juice'], ['1', 'tablespoon', 'chopped parsley']]",https://www.yummly.com/recipe/Garlic-Butter-Fish-2654142
205,Black Bean-Quinoa Buddha Bowl,4.5,10,760.0,790.0,40.0,26.0,89.0,33.0,"[['Shauna Lively', 5], ['Sean Hansen', 5], ['Julg', 5], ['Ashleigh ROOT', 5], ['Runton', 5], ['Ilona', 5], ['Aaron Russell', 5], ['Augsburger', 5], ['Tim Marles', 3], ['Jacob Ingle', 5], ['Egilsson', 4], ['Elwood', 5], ['FL', 5], ['Massimiliano G.', 5], ['Jen', 4], ['Lanis Panny', 5], ['Tasha', 5], ['Jo Griffith', 5], ['Roberson', 5], ['Beth Carpine Jennelle', 4], ['Slange', 5], ['Anne Moselle', 5], ['Tamika C.', 5], ['Kasper', 5], ['Elise Sherron', 5], ['Kelly Sells', 5], ['Cherie', 5], ['Katie Pellarin', 5], ['Maddie', 5], ['Alex Lentz', 5]]","[['3/4', 'cup', 'canned black beans'], ['2/3', 'cup', 'cooked quinoa'], ['1/4', 'cup', 'hummus'], ['1', 'tablespoon', 'lime juice'], ['1', None, 'avocado'], ['3', 'tablespoons', 'pico de gallo'], ['2', 'tablespoons', 'chopped fresh cilantro']]",https://www.yummly.com/recipe/Black-Bean-Quinoa-Buddha-Bowl-2227717
206,Creamy Garlic Shrimp,4.5,35,340.0,440.0,33.0,7.0,6.0,1.0,"[['Marka', 5], ['Indee', 4], ['Joy N.', 4], ['Kimberlie', 4], ['Ashlyn J.', 5], ['Katherine Parker', 5], ['Diana', 4], ['Amir Shayan Armaghan', 5], ['Nataly H.', 5], ['Loren Hansey-Butler', 5], ['Les Belt', 5], ['Hello l', 5], ['Roffers', 5], ['Jamila Symister', 5], ['Cynthia B.', 5], ['Geoff', 4], ['Pajak', 3], ['Erik Edmonds', 5], ['Tauna Sasaoka', 5], ['Mary Koenig', 5], ['Lauren', 5], ['Karen Barger', 5], ['Stephanie J.', 2], ['Netta Whitaker', 5], ['cassandra j.', 5], ['Sean Kelley', 5], ['Nadav R.', 5], ['Sylvia Bennett', 5], ['Tiara', 5], ['CC', 5]]","[['1', 'pound', 'peeled and deveined shrimp'], ['4', None, 'garlic cloves'], ['1', 'cup', 'fresh spinach'], ['1', 'cup', 'heavy cream'], ['1/2', 'cup', 'fresh Parmesan cheese'], ['1/8', 'teaspoon', 'pepper'], ['1', 'tablespoon', 'butter'], ['1/4', 'teaspoon', 'paprika'], [None, None, 'salt'], [None, None, 'pepper']]",https://www.yummly.com/recipe/Creamy-Garlic-Shrimp-9042301
207,Crack Chicken Casserole,4.0,35,650.0,1230.0,46.0,47.0,11.0,0.0,"[['Morgan Samples', 1], ['Mitzi McCook', 5], ['Jason', 5], ['Yum', 5], ['Sara', 5], ['Jessica Thurston', 5], ['Debbie Simpson', 4], ['Dustin F.', 4], ['Siegel', 4], ['Hope Lang', 5], ['Alicia Grawey', 5], ['Leah', 1], ['Destiney Cheyenne Dickey', 1], ['Miller', 5], ['Haley B.', 4], ['MaryJane R.', 3], ['Roberts', 4], ['Margaret Hennessey', 4], ['Lisa B.', 5], ['Melanie taylor', 5], ['Spanfelner', 4]]","[['4', 'cups', 'chicken'], ['1', 'ounce', 'Hidden Valley® Original Ranch Salad® Dressing & Seasoning Mix'], ['1 1/2', 'cups', 'shredded cheddar cheese'], ['1', 'cup', 'cooked bacon'], ['1 1/2', 'cups', 'sour cream'], ['10 3/4', 'ounces', 'cream of chicken soup'], ['1 1/2', 'cups', 'crushed ritz crackers'], ['1/4', 'cup', 'butter']]",https://www.yummly.com/recipe/Crack-Chicken-Casserole-2666924
208,Overnight Quinoa,4.0,15,340.0,60.0,8.0,13.0,52.0,7.0,"[['Kim', 5], ['Leah Siciliano', 5], ['Karla Demings', 4], ['Nikki Rosenberg', 5], ['Charlotte Rayburn', 5], ['Bonnie Taylor', 3], ['Michelle E.', 3]]","[['1', 'cup', 'cooked quinoa'], ['1/2', 'cup', 'unsweetened almond milk'], ['1/4', 'cup', 'nonfat greek yogurt'], ['1', 'tablespoon', 'chia seeds'], ['1', 'teaspoon', 'vanilla extract'], ['1', 'teaspoon', 'honey']]",https://www.yummly.com/recipe/Overnight-Quinoa-2044317
209,Easy Baked Pork Chops,4.5,20,410.0,1270.0,27.0,41.0,1.0,0.0,"[['TNTWood', 4], ['Recipe Time!', 5], ['Jose Rivas', 5], ['🍹🥂🌮🥗', 5], ['Jessica', 4], ['Robynne', 5], ['Eileen', 5], ['kaleb', 4], ['Kennedie Jackson', 4], ['Ann Drews', 4], ['Jennifer', 4], ['Nicole', 5], ['Jaime', 4], ['Erin Carpenter', 5], ['Scott', 5], ['Nikki Bordelon', 5], ['Kristin Howard', 4], ['Clark', 3], ['Henline', 5], ['Karen Dade', 5], ['Louise Arnold', 5], ['Deb Faett', 5], ['Sandy Pineiro', 1], ['Kt', 5], ['T B.', 4]]","[['4', None, 'boneless pork chops'], ['4', 'tablespoons', 'extra-virgin olive oil'], ['2', 'teaspoons', 'salt'], ['1', 'teaspoon', 'black pepper'], ['1', 'teaspoon', 'smoked paprika'], ['1', 'teaspoon', 'onion powder']]",https://www.yummly.com/recipe/Easy-Baked-Pork-Chops-2257884
210,Spinach And Mushroom Egg Muffins,4.5,35,100.0,240.0,7.0,8.0,2.0,0.0,"[['Mat Jones', 5], ['Kay', 5], ['Shirley M.', 5], ['Jenny Gaff', 5], ['Wendy Gawith', 5], ['My Hao Dang', 4], ['Gidget Stevenson-Clark', 1], ['Lauren Hege', 5], ['Bella Radovic', 5], ['Taylor Libby', 4], ['MBV!', 4], ['Dawn Goodwin', 5], ['Laura B.', 4]]","[['12', None, 'eggs'], ['3/4', 'cup', 'feta'], ['1', 'cup', 'baby spinach'], ['1', 'cup', 'mushrooms'], ['1/2', 'cup', 'fresh basil'], [None, None, 'salt'], [None, None, 'pepper']]",https://www.yummly.com/recipe/Spinach-And-Mushroom-Egg-Muffins-2129324
211,Cream of Mushroom Pork Chops BAKED,4.5,45,300.0,1090.0,13.0,40.0,2.0,0.0,"[['shamario ross', 4], ['Leslie m.', 5], ['kristin y.', 5], ['Alisha Chacon', 5], ['Annette', 4], ['JThomas', 5], ['Jonny B', 5], ['Holly RockStar*)', 3], ['Juliet Scott', 4], ['Latricia', 5], ['DuFort', 3], ['Karl Faulkner', 4], ['Donna Weaver Pikor', 5], ['Lana Lowrie', 5], ['Gina Maida', 5], ['Abby K.', 4], ['Devante Brooks', 3], ['Shannon V.', 4], ['Karyne', 5]]","[['6', None, 'pork chops'], ['1', 'can', 'cream of mushroom soup'], ['1', 'teaspoon', 'salt'], ['1/2', 'teaspoon', 'garlic powder'], ['1/4', 'teaspoon', 'black pepper'], [None, None, 'vegetable oil']]",https://www.yummly.com/recipe/Cream-of-Mushroom-Pork-Chops-BAKED-2643698
212,Juicy Baked Pork Chops,4.5,23,360.0,680.0,20.0,41.0,3.0,1.0,"[['Blank Minded', 5], ['Willis W.', 5], ['Sherry', 5], ['Vicki', 5], ['Deschambault', 5], ['Bob Smith', 4], ['Cierra Janeice', 5], ['Franco feel-ya', 5], ['Connie', 5], ['David', 5], ['Mila', 5], ['Mks', 4], ['Kathy L.', 4], ['yanie yanie', 4], ['Josh Terry', 5], ['DawnM', 5], ['Chris Anders', 5], ['Jacqueline Quinn', 5], ['Gator', 5], ['Neale', 3], ['Laura Coleman', 5], ['Smith', 5], ['Tracy LePretre', 5], ['Tina N.', 1], ['Teresa Bigham', 3], ['Devonna S.', 5], ['Esperanza D.', 5], ['Elysha W.', 4], ['Mike', 5], ['Doug', 5]]","[['1', 'tablespoon', 'paprika'], ['2', 'teaspoons', 'onion powder'], ['2', 'teaspoons', 'garlic powder'], ['1', 'teaspoon', 'salt'], ['2', 'tablespoons', 'olive oil'], ['4', None, 'boneless pork chops']]",https://www.yummly.com/recipe/Juicy-Baked-Pork-Chops-2711164
213,3-Ingredient Healthy Banana Pancakes,3.5,12,250.0,440.0,10.0,14.0,29.0,4.0,"[['Joce Arreola', 3], ['Carolin P.', 5], ['Justice Jean', 5], ['Sarah Bauer', 5], ['Dom Leyba', 5], ['MeletKit', 2], ['Hazel Pierre', 3], ['irem', 3], ['Robin', 4], ['Matthew Dean', 5], ['V', 5], ['Candelaria', 4], ['Ishita', 3], ['Alissa', 4], ['Zarco', 4], ['Urim Kim', 3], ['Ryan Munkwitz', 4], ['Karen Elizabeth', 5], ['Mason L.', 3], ['hailey', 3], ['Lipman', 3], ['AnnaMarie Stephens', 5], ['El', 5], ['Silva', 5], ['Whitney Shanae', 1], ['Angie', 4], ['Debi S.', 1], ['Catherine B.', 5], ['Emma', 4], ['Kulawiak', 3]]","[['1', None, 'banana'], ['2', None, 'eggs'], ['1/4', 'teaspoon', 'cinnamon'], ['1/8', 'teaspoon', 'salt']]",https://www.yummly.com/recipe/3-Ingredient-Healthy-Banana-Pancakes-2632935
214,Cheesy Ground Beef Pasta Skillet,3.5,25,730.0,740.0,34.0,44.0,60.0,3.0,"[['Trish Maul', 5], ['Jillene Stevenson', 5], ['ronjess bogle', 3], ['Teresita Armendariz', 3], ['Jordan Martin', 5], ['Andrea E.', 4], ['Christine Whitledge', 5], ['Jenny', 4], ['Julian Rike', 5], ['Latasha H.', 4], ['Jordan', 3], ['Mona Wilson', 1], ['Jessica Zimmer', 4], ['Cris M', 4], ['Laura R.', 5], ['Katie Lynchard', 5], ['Takiyah Turner', 5], ['Gray', 5], ['Whitney Lewis', 5], ['Rafique', 4], ['Lisa', 5], ['hey bic', 4], ['Roger C.', 3], ['Jer', 5], ['Donna Krek', 4], ['Price', 4], ['Audrey Marie', 3], ['Sarah Edwards', 3], ['Melissa', 5], ['Kelly B.', 5]]","[['2', 'cups', 'pasta'], ['1', 'tablespoon', 'extra virgin olive oil'], ['1', 'pound', 'ground beef'], ['1/2', 'teaspoon', 'pepper'], ['3', None, 'garlic cloves'], ['1', 'teaspoon', 'crushed red chili flakes'], ['1', 'tablespoon', 'worcestershire sauce'], ['2', 'tablespoons', 'tomato paste'], ['1', None, 'onion'], ['1/2', 'cup', 'chopped parsley'], [None, None, 'salt'], ['2', 'cups', 'shredded mozzarella']]",https://www.yummly.com/recipe/Cheesy-Ground-Beef-Pasta-Skillet-2423229
215,Quick & Easy 4 Ingredient Broccoli Cheese Soup,4.5,15,460.0,1630.0,31.0,23.0,23.0,3.0,"[['alex P', 1], ['Remington Ringlever', 5], ['Abigail Clark', 3], ['Morgan Hudson', 1], ['Hello', 5], ['Juvia Olivo S.', 5], ['Alexa Cobb', 5], ['Wilson', 5], ['Jada Powell', 4], ['Chris Is The Name', 5], ['Rachael Honaker', 5], ['Libby Woolard', 5], ['D', 5], ['hibu', 5], ['Danielle R.', 5], ['Christy Parker', 5], ['Erin', 5], ['Brianna Johnson', 5], ['Ronald Warner', 5], ['Jeff Nasiatka', 5], ['Callie Atkins', 5], ['Desiray Edwards', 3], ['Banfe', 4], ['Kairi', 5], ['V C.', 4], ['Josh', 4], ['Jones', 4], ['Ashley Christian', 5], ['Julie', 5], ['Meghan', 4]]","[['12', 'ounces', 'broccoli'], ['26', 'ounces', 'cream of chicken soup'], ['1', 'cup', 'milk'], ['2', 'cups', 'shredded cheddar cheese']]",https://www.yummly.com/recipe/Quick-_-Easy-4-Ingredient-Broccoli-Cheese-Soup-1873692
216,Hawaiian Shrimp,4.5,20,280.0,720.0,20.0,18.0,6.0,1.0,"[['Gordy', 5], ['Samantha Gage', 4], ['Ms. De', 5], ['Marisa M.', 5], ['Alex Pennachio', 4], ['LaJuana', 5], ['April Clement', 5], ['Montana Murrell', 5], ['Angelo Fernando', 5], ['Nija Patterson', 5], ['Matthew Manning', 4]]","[['2', 'teaspoons', 'paprika'], ['1', 'teaspoon', 'sea salt'], ['1', 'teaspoon', 'black pepper'], ['2', 'tablespoons', 'flour'], ['12', 'ounces', 'shrimp'], ['1/2', 'stick', 'unsalted butter'], ['7', None, 'garlic cloves'], ['2', 'tablespoons', 'olive oil'], [None, None, 'chopped parsley']]",https://www.yummly.com/recipe/Hawaiian-Shrimp-9049514
217,One Pot Ground Beef Stroganoff,4.5,45,650.0,880.0,34.0,35.0,50.0,4.0,"[['Christie Rinehart', 5], ['Bliss', 5], ['Serge Gould', 5], ['Laura M', 4], ['Sarah', 5], ['roxycarmikel b.', 4], ['Kafrawy', 3], ['Chris B.', 4], ['Carmen E.', 4], ['Willy', 5], ['David McGinnis', 4], ['Carrie S.', 5], ['Jillene Stevenson', 5], ['Clark', 4], ['Solvery', 4], ['Sherri Bornhoft', 5], ['Dawn Parker', 5], ['Larissa Mihalko', 5], ['Taylor Holbrook', 5], ['Vickie', 5], ['Miranda Dukman', 4], ['Cynthia', 5], ['Mel Idrizi', 5], ['Jasmine', 5], ['Potassium S.', 4], ['Frank McEwen', 4], ['Chad Smallwood', 5], ['Maggie C.', 5], ['Tia_N', 5], ['Hi Chels!', 5]]","[['3', 'tablespoons', 'virgin olive oil'], ['8', 'ounces', 'crimini mushrooms'], [None, None, 'salt'], [None, None, 'pepper'], ['1/2', 'cup', 'diced onion'], ['2', 'cloves', 'garlic'], ['1', 'pound', 'ground beef'], ['2', 'teaspoons', 'paprika'], ['4', 'cups', 'low sodium beef broth'], ['8', 'ounces', 'rotini'], ['1/2', 'cup', 'sour cream'], [None, None, 'fresh parsley']]",https://www.yummly.com/recipe/One-Pot-Ground-Beef-Stroganoff-2181030
218,Vegetarian Gumbo,4.5,65,660.0,600.0,7.0,23.0,126.0,14.0,"[['The Earl!', 5], ['Jamie Lao', 5], ['Kim', 4], ['S', 5], ['Porter', 5], ['Amy B.', 5], ['Liz', 5], ['Christina', 5], ['vonSeggern', 5], ['isran asnawi', 5], ['Kimberly', 4], ['Kevin', 4], ['Unique H.', 4], ['Williams', 5]]","[['3', 'tablespoons', 'vegetable oil'], ['3', 'tablespoons', 'flour'], ['1', None, 'medium tomato'], ['1 1/2', 'cups', 'chopped onion'], ['6', 'cloves', 'garlic'], ['1', 'tablespoon', 'vegetarian Worcestershire sauce'], ['2', 'tablespoons', 'creole mustard'], ['1 1/2', 'teaspoons', 'liquid smoke'], ['1', 'tablespoon', 'apple cider vinegar'], ['1/2', 'teaspoon', 'hot sauce'], ['1', 'teaspoon', 'soy sauce'], ['1', 'teaspoon', 'dried thyme'], ['1', 'teaspoon', 'red pepper flakes'], ['1', 'tablespoon', 'smoked paprika'], ['1/4', 'teaspoon', 'nutmeg'], ['1', 'teaspoon', 'dried oregano'], ['1', 'quart', 'vegetable stock'], ['4', 'cups', 'okra'], ['16', 'ounces', 'red beans'], ['8', None, 'cremini mushrooms'], ['1 1/2', 'cups', 'zucchini'], ['1 1/2', 'cups', 'green pepper'], ['1 1/2', 'cups', 'red bell pepper'], ['1', 'cup', 'celery'], ['4', 'cups', 'jasmine rice'], ['1/2', 'cup', 'green onion']]",https://www.yummly.com/recipe/Vegetarian-Gumbo-2235324
219,Breakfast Quesadillas,4.5,30,630.0,1400.0,44.0,30.0,29.0,3.0,"[['Mike S', 4], ['Jacob Necessary', 5], ['Arianna', 5], ['Regi', 5], ['Mayra Marroquin', 5], ['Carrillo', 5], ['Nosizwe Martin', 4], ['Cj Hyneman', 5], ['Rose', 5], ['Pete Ay', 5], ['Saying Hello', 4], ['Hoobieloobers', 5], ['Sidney Shipp', 5], ['Jennifer Martinez', 5], ['Serenity', 5], ['Caroline', 5], ['Leah Fagen', 5], ['DebbieRoth', 4], ['Lukas Cemnalianskis', 4], ['BoldLineCook', 3], ['birdie', 5], ['k', 5], ['Grace Radke', 5], ['How Was Your Day Today', 5], ['Rai', 5], ['Marcia B', 4], ['Drill', 5], ['Frank Fogarty', 2], ['Vanessa Casaus', 4], ['Farah', 3]]","[['3', 'slices', 'bacon'], ['3', None, 'eggs'], [None, None, 'salt'], [None, None, 'pepper'], ['2', None, 'flour tortillas'], ['3/4', 'cup', 'shredded cheese'], ['1', None, 'green onion']]",https://www.yummly.com/recipe/Breakfast-Quesadillas-2288002
220,Honey and Lemon Glazed Baked Pork Chops,4.0,70,130.0,300.0,2.0,10.0,21.0,1.0,"[['Victoria G.', 4], ['Shii', 5], ['Coree', 5], ['Michael Cheong', 5], ['Michelle Churchard', 4], ['Natalie J.', 5], ['Stephanie Stanton', 4], ['Smith', 4], ['Beth Elaine', 5], ['Sarah W.', 1], ['Alexis K.', 3]]","[[None, None, 'pork chops'], ['1', None, 'lemon juiced'], [None, None, 'lemon zest'], ['1/4', 'cup', 'honey'], ['1', 'teaspoon', 'thyme'], [None, None, 'salt'], [None, None, 'pepper']]",https://www.yummly.com/recipe/Honey-and-Lemon-Glazed-Baked-Pork-Chops-1691083
221,Spinach Stuffed Chicken Breast,4.5,25,270.0,500.0,14.0,31.0,6.0,2.0,"[['Jennifer Meador', 3], ['Alicia Mahaffy', 2], ['Brittany Rawls', 5], ['Shannon Ellis', 4], ['Edward Ortiz', 5], ['Banfe', 5], ['Amanda', 5], ['Anthony Neofotistos', 5], ['Karyna Salazar', 5], ['Valerie Kieffer Orehostky', 5], ['Nosizwe Martin', 5], ['Oneisha Thompson', 5], ['Dodds', 5], ['Azzopardi', 3], ['Michael Mills', 4], ['Jasmine', 5], ['Meaghan Macleod', 5], ['Allan Yankle', 3], ['Barbara Pollard-Simmons', 5], ['Chip M.', 2], ['Nikki', 4], ['Ken Long', 4], ['A.eel', 4], ['Amy Cloherty', 3], ['Present Johnson', 5], ['Ron', 5], ['Porsche Garrison', 5], ['Samantha D.', 5], ['Tammy Gumtow', 5], ['Cari Gonzalez', 5]]","[['10', 'ounces', 'baby spinach'], ['1/2', 'cup', 'sour cream'], ['1/2', 'cup', 'shredded cheese'], ['2', 'cloves', 'garlic'], ['4', None, 'boneless chicken breasts'], [None, None, 'salt'], [None, None, 'pepper']]",https://www.yummly.com/recipe/Spinach-Stuffed-Chicken-Breast-2241687
222,Moroccan Quinoa,4.0,20,80.0,790.0,1.5,3.0,14.0,2.0,"[['Pat Roback', 5], ['Bill Cowen', 5], ['Logan', 5], ['Loretta V.', 5], ['Stav Stern', 4], ['Jon T.', 5]]","[['1/2', 'cup', 'quinoa'], ['1', 'teaspoon', 'salt'], ['1/4', 'teaspoon', 'ground cumin'], ['1/4', 'teaspoon', 'coriander seeds'], ['1/4', 'teaspoon', 'turmeric'], ['1/4', 'teaspoon', 'cayenne'], [None, None, 'salt']]",https://www.yummly.com/recipe/Moroccan-Quinoa-510541
223,Skillet Pasta & Beef Dinner,4.0,30,540.0,260.0,24.0,35.0,43.0,2.0,"[['Karen D.', 5], ['Candace Wingfield', 5], ['Rosa,', 5], ['Bri', 5], ['Find Something Yummy!', 1], ['Nakysha Gray', 5], ['Patricia Jensen', 5], ['Ashley Tschakert-Foertmeyer', 3], ['cca7c143-4f43-4d00-b13f-bda5a5d32a0d', 4], ['Natalie Gula', 4], ['Laura', 3], ['Erika T.', 3], ['Anna W.', 4]]","[['1', 'pound', 'ground beef'], ['1', 'jar', 'ragu pasta sauce'], ['2', 'cups', 'water'], ['8', 'ounces', 'rotini'], ['1', 'cup', 'shredded mozzarella cheese']]",https://www.yummly.com/recipe/Skillet-Pasta-_-Beef-Dinner-2035836
224,Vegetarian Enchilada,4.5,40,170.0,310.0,5.0,4.0,26.0,2.0,"[['Elizabeth', 5], ['kimberly woerner', 5], ['Gaerlan-Manalili', 5], ['Susan', 5], ['Doctor', 4], ['Rienne Cheshire', 5], ['Amanda', 5], ['Shimonica Wong', 3], ['Kelly', 3], ['letiina G.', 5], ['Martha C.', 5]]","[['1', 'can', 'vegetarian refried beans'], ['1', 'can', 'enchilada sauce'], ['1/2', 'teaspoon', 'taco seasoning'], ['12', None, 'cherry tomatoes'], ['1/4', None, 'red onion'], ['2', 'teaspoons', 'olive oil'], ['1', 'teaspoon', 'cumin seeds'], ['4', None, 'tortillas'], [None, None, 'cilantro'], ['3', 'teaspoons', 'water']]",https://www.yummly.com/recipe/Vegetarian-Enchilada-2697680
225,Disappearing Buffalo Chicken Dip,5.0,35,340.0,830.0,28.0,19.0,4.0,0.0,"[['Mikenzie T.', 5], ['Rita Noetzel', 5], ['Andrew S.', 5], ['Karla C.', 5], ['Robyn J.', 5], ['Heather', 5], ['Karen R.', 5], ['Marlena W.', 5], ['Bob D.', 5]]","[['1', 'cup', 'light mayonnaise'], ['1', 'teaspoon', 'lemon juice'], ['1/3', 'cup', 'cayenne pepper sauce'], ['1/4', 'cup', 'blue cheese'], ['2', 'tablespoons', 'chives'], ['1', 'cup', 'shredded cheddar cheese'], ['2', 'cups', 'cooked chicken']]",https://www.yummly.com/recipe/Disappearing-buffalo-chicken-dip-297712
226,Cheesy Spinach-Artichoke Stuffed Chicken Breasts,4.5,45,440.0,800.0,19.0,63.0,6.0,2.0,"[['Gaby  Perez', 5], ['David Pokriefka', 5], ['Nicole Buwalda', 4], ['Martinez', 5], ['Crystal Shelton', 4], ['Brittany Edwards', 3], ['Selena Lockhart', 5], ['Randy D', 5], ['Meghan Williams', 4], ['Olivia long', 4], ['Oxyproxy', 4], ['karla osorio', 5], ['Danny', 4], ['Jennyfer Villalta', 4], ['Erin M.', 1], ['Jason', 5], ['Santi C', 5], ['Zulema D', 3]]","[['2', 'pounds', 'skinless chicken breasts'], ['1/4', 'cup', 'low-fat Greek yogurt'], ['1/2', 'cup', 'part-skim ricotta cheese'], ['1/2', 'cup', 'shredded Parmesan cheese'], ['2/3', 'cup', 'marinated artichoke hearts'], ['1 1/3', 'cups', 'baby spinach'], ['1', 'teaspoon', 'garlic powder'], ['1', 'teaspoon', 'salt'], [None, None, 'cooking spray'], [None, None, 'pepper']]",https://www.yummly.com/recipe/Cheesy-Spinach-Artichoke-Stuffed-Chicken-Breasts-9029453
227,Cranberry Blueberry Spring Mix Salad with Blueberry Balsamic Dressing,4.0,15,580.0,810.0,45.0,6.0,41.0,6.0,"[['Lisa Hubiak', 5], ['Billings', 5], ['Jalyn Lentz', 5], ['Goves', 5], ['Sar', 4], ['Harmoni McMillan', 3], ['Sarah Blessington', 5], ['Laura', 5], ['Amanda I.', 5], ['Jordyn Ginter', 4]]","[['1', 'cup', 'blueberries'], ['5', 'ounces', 'spring mix salad greens'], ['1/2', None, 'English cucumber'], ['1/2', 'cup', 'mandarin orange segments'], ['1/4', 'cup', 'dried cranberries'], ['4', 'tablespoons', 'unsalted sunflower seeds'], ['1', 'cup', 'blueberries'], ['1/3', 'cup', 'balsamic vinegar'], ['2', 'tablespoons', 'red wine vinegar'], ['2', 'tablespoons', 'Dijon mustard'], ['1', 'tablespoon', 'honey'], ['1', 'teaspoon', 'salt'], ['1/8', 'teaspoon', 'black pepper'], ['1/2', 'cup', 'avocado oil']]",https://www.yummly.com/recipe/Cranberry-Blueberry-Spring-Mix-Salad-with-Blueberry-Balsamic-Dressing-2306953
228,Marry Me Chicken,4.5,55,500.0,820.0,28.0,55.0,8.0,2.0,"[['Krissy Whitehead', 5], ['Lisa Fazio', 5], ['Stormer224', 5], ['Kalí', 5], ['Paula Meehan', 4], ['Jenn Gabbert', 5], ['Kimberly W.', 5], ['Matt Sandel', 3], ['Cindy', 4], ['Turner', 5], ['Joseph Peterson', 5], ['Alton Hickman', 4], ['Alethea Cary', 3], ['Craig', 5], ['Kate', 5], ['Josh', 5], ['Dale', 5], ['John Hood', 5], ['Mike D.', 5], ['Shay', 2], ['lpoolnetwork', 5], ['Ashball S.', 5], ['Kate', 5], ['Cole Fiscus', 5], ['Stephanie', 4], ['Megan R.', 5], ['Anita Cardona', 5], ['Christina Lavelle', 4], ['Sabrina Braddy', 4], ['Christian', 4]]","[['1', 'tablespoon', 'olive oil'], ['4', None, 'chicken breasts'], [None, None, 'salt'], [None, None, 'pepper'], ['2', 'cloves', 'garlic'], ['1', 'teaspoon', 'thyme'], ['1', 'teaspoon', 'red pepper flakes'], ['3/4', 'cup', 'chicken broth'], ['1/2', 'cup', 'heavy cream'], ['1/2', 'cup', 'sundried tomatoes'], ['1/2', 'cup', 'grated Parmesan cheese'], [None, None, 'fresh basil']]",https://www.yummly.com/recipe/Marry-Me-Chicken-2673329
